id,fecha,hora,comuna,tipo_calle,longitud,latitud,victima,acusado
LC-2019-0000179,2019-01-01,09:00:00,14,SD,-58.408911,-34.559658,BICICLETA,SD
LC-2019-0000053,2019-01-01,01:55:00,8,SD,-58.44351,-34.669125,AUTO,SD
LC-2019-0000063,2019-01-01,02:00:00,8,SD,-58.468335,-34.677556,SD,SD
LC-2019-0000079,2019-01-01,02:30:00,7,SD,-58.437425,-34.647349,PEATON,SD
LC-2019-0000082,2019-01-01,04:30:00,3,SD,-58.398225,-34.604579,AUTO,SD
LC-2019-0000136,2019-01-01,08:05:00,15,SD,-58.439392,-34.588108,MOTO,SD
LC-2019-0000142,2019-01-01,07:30:00,11,SD,-58.519116,-34.589282,MOTO,SD
LC-2019-0000194,2019-01-01,07:15:00,9,SD,-58.528413,-34.650156,AUTO,SD
LC-2019-0000202,2019-01-01,09:36:00,1,SD,-58.371488,-34.598416,MOTO,SD
LC-2019-0000329,2019-01-01,12:24:00,4,SD,-58.404748,-34.648387,AUTO,SD
LC-2019-0000347,2019-01-01,12:02:00,7,SD,-58.442125,-34.649498,AUTO,SD
LC-2019-0000445,2019-01-01,13:40:00,11,SD,-58.524662,-34.603255,AUTO,SD
LC-2019-0000493,2019-01-01,13:00:00,4,SD,-58.376137,-34.651461,SD,SD
LC-2019-0000600,2019-01-01,19:46:00,1,SD,-58.374154,-34.591108,SD,SD
LC-2019-0000636,2019-01-01,18:30:00,9,SD,-58.505709,-34.654463,AUTO,SD
LC-2019-0000647,2019-01-01,18:50:00,12,SD,-58.490436,-34.583403,MOTO,SD
LC-2019-0000686,2019-01-01,21:46:00,9,SD,-58.512313,-34.661307,AUTO,SD
LC-2019-0005235,2019-01-01,03:00:00,2,SD,-58.399038,-34.598285,SD,SD
LC-2019-0002218,2019-01-02,15:27:00,1,SD,-58.373748,-34.604635,BICICLETA,SD
LC-2019-0000928,2019-01-02,07:01:00,5,SD,inf,inf,MOTO,SD
LC-2019-0000963,2019-01-02,08:30:00,6,SD,-58.447266,-34.622984,PASAJEROS,SD
LC-2019-0001754,2019-01-02,12:00:00,5,SD,-58.415098,-34.620858,AUTO,SD
LC-2019-0001879,2019-01-02,13:22:00,1,SD,-58.37226,-34.596132,SD,SD
LC-2019-0001948,2019-01-02,12:32:00,14,SD,-58.448666,-34.567927,PEATON,SD
LC-2019-0001987,2019-01-02,13:57:00,13,SD,-58.468124,-34.552719,MOTO,SD
LC-2019-0001992,2019-01-02,14:09:00,1,SD,-58.37226,-34.596132,MOTO,SD
LC-2019-0002083,2019-01-02,05:15:00,13,SD,-58.474535,-34.53838,SD,SD
LC-2019-0002208,2019-01-02,15:18:00,4,SD,-58.398009,-34.638178,SD,SD
LC-2019-0002740,2019-01-02,17:14:00,8,SD,-58.464704,-34.690814,SD,SD
LC-2019-0003220,2019-01-02,19:50:00,3,SD,-58.39338,-34.609275,SD,SD
LC-2019-0003340,2019-01-02,23:29:00,1,SD,-58.370261,-34.606522,SD,SD
LC-2019-0005610,2019-01-02,07:15:00,1,SD,-58.373281,-34.590127,AUTO,SD
LC-2019-0020183,2019-01-02,15:30:00,11,SD,-58.461782,-34.612442,SD,SD
LC-2019-0022496,2019-01-02,10:00:00,4,SD,inf,inf,SD,SD
LC-2019-0003428,2019-01-03,02:05:00,1,SD,-58.370261,-34.606522,MOTO,SD
LC-2019-0003432,2019-01-03,02:08:00,4,SD,-58.370256,-34.633619,SD,SD
LC-2019-0003642,2019-01-03,08:47:00,4,SD,-58.389014,-34.651172,SD,SD
LC-2019-0003787,2019-01-03,16:00:00,10,SD,-58.516946,-34.620214,SD,SD
LC-2019-0003862,2019-01-03,09:10:00,14,SD,-58.420172,-34.587788,SD,SD
LC-2019-0003884,2019-01-03,09:50:00,1,SD,-58.374037,-34.624434,SD,SD
LC-2019-0004144,2019-01-03,11:51:00,13,SD,-58.458802,-34.572009,SD,SD
LC-2019-0004229,2019-01-03,12:14:00,2,SD,-58.409433,-34.598087,SD,SD
LC-2019-0004442,2019-01-03,11:00:00,12,SD,-58.471429,-34.560095,SD,SD
LC-2019-0004565,2019-01-03,13:44:00,10,SD,-58.502861,-34.634383,SD,SD
LC-2019-0004621,2019-01-03,13:20:00,3,SD,-58.402885,-34.61544,MOTO,SD
LC-2019-0004622,2019-01-03,14:02:00,12,SD,-58.49491,-34.547957,AUTO,SD
LC-2019-0004652,2019-01-03,14:18:00,15,SD,-58.455131,-34.605272,SD,SD
LC-2019-0004717,2019-01-03,12:38:00,12,SD,-58.480138,-34.556424,SD,SD
LC-2019-0004718,2019-01-03,12:40:00,4,SD,-58.403486,-34.648017,SD,SD
LC-2019-0005334,2019-01-03,16:30:00,9,SD,-58.514805,-34.66058,SD,SD
LC-2019-0005614,2019-01-03,11:00:00,3,SD,-58.411121,-34.606091,SD,SD
LC-2019-0005622,2019-01-03,18:00:00,9,SD,-58.5013,-34.650495,SD,SD
LC-2019-0005638,2019-01-03,19:00:00,5,SD,-58.419078,-34.637644,SD,SD
LC-2019-0005647,2019-01-03,19:34:00,1,SD,-58.38184,-34.596726,SD,SD
LC-2019-0005681,2019-01-03,18:20:00,12,SD,-58.473539,-34.543295,MOTO,SD
LC-2019-0005764,2019-01-03,20:28:00,15,SD,-58.495341,-34.591985,PEATON,SD
LC-2019-0005815,2019-01-03,20:00:00,10,SD,-58.486064,-34.640477,MOTO,SD
LC-2019-0005979,2019-01-03,21:50:00,7,SD,-58.4585,-34.615899,MOTO,SD
LC-2019-0007021,2019-01-04,10:20:00,13,SD,-58.44917,-34.56181,BICICLETA,SD
LC-2019-0007536,2019-01-04,13:40:00,12,SD,-58.505206,-34.567724,BICICLETA,SD
LC-2019-0006068,2019-01-04,02:49:00,3,SD,-58.39763,-34.617325,MOTO,SD
LC-2019-0006306,2019-01-04,08:00:00,3,SD,-58.409257,-34.620021,MOTO,SD
LC-2019-0006547,2019-01-04,02:00:00,9,SD,-58.500852,-34.673463,PEATON,SD
LC-2019-0006638,2019-01-04,09:45:00,10,SD,-58.496239,-34.636075,MOTO,SD
LC-2019-0006659,2019-01-04,09:20:00,12,SD,-58.512465,-34.584012,AUTO,SD
LC-2019-0006789,2019-01-04,11:31:00,13,SD,-58.440762,-34.551161,SD,SD
LC-2019-0006837,2019-01-04,10:15:00,1,SD,-58.371576,-34.619382,PEATON,SD
LC-2019-0006857,2019-01-04,09:30:00,12,SD,-58.50378,-34.573907,PEATON,SD
LC-2019-0007002,2019-01-04,11:45:00,9,SD,-58.498813,-34.657353,SD,SD
LC-2019-0007187,2019-01-04,12:19:00,11,SD,-58.486836,-34.611405,MOTO,SD
LC-2019-0007294,2019-01-04,12:30:00,15,SD,-58.467221,-34.579471,MOTO,SD
LC-2019-0007336,2019-01-04,14:34:00,9,SD,-58.469778,-34.649672,AUTO,SD
LC-2019-0007634,2019-01-04,14:50:00,SD,SD,inf,inf,MOTO,SD
LC-2019-0007660,2019-01-04,15:20:00,6,SD,-58.432988,-34.620044,MOTO,SD
LC-2019-0007701,2019-01-04,16:44:00,4,SD,-58.3743,-34.640305,MOTO,SD
LC-2019-0007778,2019-01-04,17:11:00,9,SD,-58.514654,-34.64153,PEATON,SD
LC-2019-0008077,2019-01-04,16:00:00,15,SD,-58.477241,-34.595179,MOTO,SD
LC-2019-0008227,2019-01-04,19:21:00,5,SD,-58.413443,-34.626664,AUTO,SD
LC-2019-0008238,2019-01-04,19:33:00,15,SD,-58.479158,-34.590782,SD,SD
LC-2019-0008283,2019-01-04,17:53:00,SD,SD,inf,inf,AUTO,SD
LC-2019-0008314,2019-01-04,05:35:00,15,SD,-58.453898,-34.58744,PEATON,SD
LC-2019-0008367,2019-01-04,20:00:00,6,SD,-58.439337,-34.608879,MOTO,SD
LC-2019-0008388,2019-01-04,20:47:00,15,SD,-58.454242,-34.585794,SD,SD
LC-2019-0008467,2019-01-04,22:01:00,10,SD,-58.529911,-34.625715,MOTO,SD
LC-2019-0008493,2019-01-04,18:15:00,15,SD,-58.444788,-34.584513,PEATON,SD
LC-2019-0008496,2019-01-04,22:27:00,13,SD,-58.451299,-34.58028,PEATON,SD
LC-2019-0008565,2019-01-04,23:47:00,4,SD,-58.391554,-34.635687,AUTO,SD
LC-2019-0008566,2019-01-04,21:00:00,10,SD,-58.514329,-34.617879,PEATON,SD
LC-2019-0011897,2019-01-04,15:00:00,3,SD,-58.402176,-34.623778,PASAJEROS,SD
LC-2019-0017883,2019-01-04,16:00:00,14,SD,-58.421782,-34.597734,MOTO,SD
LC-2019-0020135,2019-01-04,22:10:00,8,SD,-58.474577,-34.68688,SD,SD
LC-2019-0020930,2019-01-04,21:30:00,12,SD,-58.4727,-34.560778,SD,SD
LC-2019-0267364,2019-01-04,14:28:00,3,SD,-58.404144,-34.617043,SD,SD
LC-2019-0008974,2019-01-05,09:30:00,SD,SD,inf,inf,BICICLETA,SD
LC-2019-0009312,2019-01-05,13:40:00,10,SD,-58.5011,-34.636705,BICICLETA,SD
LC-2019-0052387,2019-01-05,23:30:00,3,SD,-58.407935,-34.618887,BICICLETA,SD
LC-2019-0008603,2019-01-05,00:22:00,5,SD,-58.416892,-34.610987,SD,SD
LC-2019-0008860,2019-01-05,06:28:00,4,SD,-58.412835,-34.655086,PASAJEROS,SD
LC-2019-0008916,2019-01-05,09:34:00,3,SD,-58.403052,-34.625845,AUTO,SD
LC-2019-0008924,2019-01-05,08:20:00,3,SD,-58.392912,-34.619174,PEATON,SD
LC-2019-0009068,2019-01-05,11:00:00,10,SD,-58.529805,-34.627034,SD,SD
LC-2019-0009123,2019-01-05,11:53:00,10,SD,-58.501286,-34.622979,MOTO,SD
LC-2019-0009194,2019-01-05,11:55:00,3,SD,-58.405445,-34.627374,PEATON,SD
LC-2019-0009305,2019-01-05,10:30:00,8,SD,-58.442861,-34.657568,SD,SD
LC-2019-0009325,2019-01-05,06:00:00,1,SD,-58.36793,-34.605172,MOTO,SD
LC-2019-0009392,2019-01-05,15:00:00,15,SD,-58.441826,-34.60066,PEATON,SD
LC-2019-0009580,2019-01-05,16:00:00,13,SD,-58.467688,-34.549342,PASAJEROS,SD
LC-2019-0009722,2019-01-05,19:21:00,8,SD,-58.47462,-34.683043,MOTO,SD
LC-2019-0009807,2019-01-05,20:57:00,9,SD,-58.465951,-34.658307,SD,SD
LC-2019-0010031,2019-01-05,23:40:00,15,SD,-58.474932,-34.604173,MOTO,SD
LC-2019-0010621,2019-01-05,21:30:00,10,SD,-58.488908,-34.634216,PEATON,SD
LC-2019-0012840,2019-01-05,22:00:00,11,SD,-58.493016,-34.601758,SD,SD
LC-2019-0010050,2019-01-06,02:06:00,7,SD,-58.469868,-34.633801,BICICLETA,SD
LC-2019-0010105,2019-01-06,03:01:00,1,SD,-58.381483,-34.594546,PEATON,SD
LC-2019-0010145,2019-01-06,03:20:00,11,SD,-58.50758,-34.604624,AUTO,SD
LC-2019-0010228,2019-01-06,07:00:00,2,SD,-58.405356,-34.590326,MOTO,SD
LC-2019-0010301,2019-01-06,08:40:00,1,SD,-58.378123,-34.602378,AUTO,SD
LC-2019-0010436,2019-01-06,12:30:00,1,SD,-58.380012,-34.622135,MOTO,SD
LC-2019-0010649,2019-01-06,18:08:00,2,SD,-58.411924,-34.598002,MOTO,SD
LC-2019-0010661,2019-01-06,18:11:00,6,SD,-58.447447,-34.625172,MOTO,SD
LC-2019-0010730,2019-01-06,19:25:00,15,SD,-58.447169,-34.605403,PASAJEROS,SD
LC-2019-0010814,2019-01-06,20:53:00,14,SD,-58.419283,-34.587575,MOTO,SD
LC-2019-0010884,2019-01-06,21:30:00,12,SD,-58.493326,-34.54837,MOTO,SD
LC-2019-0010983,2019-01-06,22:20:00,SD,SD,inf,inf,AUTO,SD
LC-2019-0013589,2019-01-07,20:56:00,7,SD,-58.471575,-34.626368,BICICLETA,SD
LC-2019-0021745,2019-01-07,12:00:00,11,SD,-58.528155,-34.611798,BICICLETA,SD
LC-2019-0011004,2019-01-07,01:06:00,5,SD,-58.418829,-34.62583,SD,SD
LC-2019-0011053,2019-01-07,01:00:00,6,SD,-58.43953,-34.628853,SD,SD
LC-2019-0011092,2019-01-07,03:50:00,SD,SD,inf,inf,PEATON,SD
LC-2019-0011335,2019-01-07,09:02:00,13,SD,inf,inf,PEATON,SD
LC-2019-0011431,2019-01-07,07:20:00,9,SD,-58.507922,-34.656089,PASAJEROS,SD
LC-2019-0011534,2019-01-07,10:17:00,3,SD,-58.3958,-34.616021,MOTO,SD
LC-2019-0011575,2019-01-07,08:55:00,3,SD,-58.397691,-34.618555,MOTO,SD
LC-2019-0011908,2019-01-07,09:50:00,13,SD,-58.472974,-34.551674,MOTO,SD
LC-2019-0012172,2019-01-07,12:53:00,1,SD,-58.384719,-34.612323,MOTO,SD
LC-2019-0012293,2019-01-07,13:24:00,9,SD,-58.52877,-34.64373,SD,SD
LC-2019-0012508,2019-01-07,13:20:00,1,SD,-58.380897,-34.624645,PASAJEROS,SD
LC-2019-0012578,2019-01-07,14:57:00,5,SD,-58.41618,-34.635318,MOTO,SD
LC-2019-0012580,2019-01-07,13:20:00,12,SD,-58.48935,-34.549178,MOTO,SD
LC-2019-0012638,2019-01-07,15:12:00,9,SD,-58.511016,-34.666649,MOTO,SD
LC-2019-0012821,2019-01-07,16:13:00,1,SD,-58.380622,-34.619758,MOTO,SD
LC-2019-0012823,2019-01-07,16:11:00,14,SD,-58.415573,-34.555241,SD,SD
LC-2019-0013193,2019-01-07,18:05:00,11,SD,-58.476096,-34.618101,SD,SD
LC-2019-0013235,2019-01-07,17:01:00,7,SD,-58.468682,-34.634692,AUTO,SD
LC-2019-0013261,2019-01-07,18:35:00,3,SD,-58.39669,-34.623003,SD,SD
LC-2019-0013370,2019-01-07,18:35:00,12,SD,-58.475488,-34.539371,PEATON,SD
LC-2019-0013412,2019-01-07,18:00:00,5,SD,-58.417434,-34.621129,SD,SD
LC-2019-0013440,2019-01-07,19:42:00,3,SD,-58.392772,-34.600806,SD,SD
LC-2019-0013452,2019-01-07,19:52:00,10,SD,-58.510559,-34.625114,SD,SD
LC-2019-0013652,2019-01-07,19:35:00,1,SD,-58.374439,-34.591666,PASAJEROS,SD
LC-2019-0013857,2019-01-07,21:55:00,12,SD,-58.486934,-34.545749,SD,SD
LC-2019-0015962,2019-01-07,18:00:00,3,SD,-58.391962,-34.609233,SD,SD
LC-2019-0013801,2019-01-08,23:00:00,1,SD,-58.3733,-34.613613,BICICLETA,SD
LC-2019-0014314,2019-01-08,09:15:00,5,SD,-58.414935,-34.599599,BICICLETA,SD
LC-2019-0014448,2019-01-08,10:00:00,5,SD,-58.41322,-34.638077,BICICLETA,SD
LC-2019-0014787,2019-01-08,10:00:00,15,SD,-58.456416,-34.602389,BICICLETA,SD
LC-2019-0013840,2019-01-08,01:15:00,3,SD,-58.407091,-34.601586,SD,SD
LC-2019-0013850,2019-01-08,02:33:00,2,SD,-58.406632,-34.598045,SD,SD
LC-2019-0014140,2019-01-08,09:16:00,3,SD,-58.411466,-34.613036,MOTO,SD
LC-2019-0014220,2019-01-08,08:30:00,3,SD,-58.395595,-34.61614,MOTO,SD
LC-2019-0014442,2019-01-08,11:03:00,13,SD,-58.432336,-34.551859,SD,SD
LC-2019-0014503,2019-01-08,09:28:00,13,SD,-58.471008,-34.550526,MOTO,SD
LC-2019-0014534,2019-01-08,10:30:00,10,SD,-58.49821,-34.628067,SD,SD
LC-2019-0014580,2019-01-08,11:37:00,3,SD,-58.405934,-34.601726,SD,SD
LC-2019-0014644,2019-01-08,08:30:00,14,SD,-58.425894,-34.59153,SD,SD
LC-2019-0014790,2019-01-08,10:52:00,5,SD,-58.415783,-34.61562,SD,SD
LC-2019-0014956,2019-01-08,17:30:00,10,SD,-58.473352,-34.634862,MOTO,SD
LC-2019-0015085,2019-01-08,13:53:00,1,SD,-58.379401,-34.590102,SD,SD
LC-2019-0015193,2019-01-08,14:34:00,7,SD,-58.467516,-34.621471,MOTO,SD
LC-2019-0015241,2019-01-08,12:40:00,8,SD,-58.478558,-34.682602,SD,SD
LC-2019-0015361,2019-01-08,13:45:00,7,SD,-58.464112,-34.62925,PEATON,SD
LC-2019-0015585,2019-01-08,15:30:00,8,SD,-58.447442,-34.663275,SD,SD
LC-2019-0015614,2019-01-08,17:10:00,5,SD,-58.417799,-34.600958,SD,SD
LC-2019-0015617,2019-01-08,15:05:00,15,SD,-58.48365,-34.589491,SD,SD
LC-2019-0015700,2019-01-08,14:00:00,8,SD,-58.489656,-34.664678,SD,SD
LC-2019-0015822,2019-01-08,17:17:00,3,SD,-58.393345,-34.610431,SD,SD
LC-2019-0015879,2019-01-08,18:54:00,13,SD,-58.445941,-34.562848,SD,SD
LC-2019-0016012,2019-01-08,18:20:00,15,SD,-58.462294,-34.586605,SD,SD
LC-2019-0016105,2019-01-08,19:00:00,8,SD,-58.469389,-34.664989,MOTO,SD
LC-2019-0016278,2019-01-08,21:58:00,5,SD,-58.42049,-34.599377,SD,SD
LC-2019-0030754,2019-01-09,21:15:00,15,SD,-58.426443,-34.597899,BICICLETA,SD
LC-2019-0016388,2019-01-09,04:15:00,1,SD,-58.388958,-34.613636,SD,SD
LC-2019-0016581,2019-01-09,07:30:00,10,SD,-58.476163,-34.63392,SD,SD
LC-2019-0016613,2019-01-09,08:43:00,10,SD,-58.529911,-34.625715,MOTO,SD
LC-2019-0017068,2019-01-09,11:25:00,8,SD,-58.444532,-34.660967,SD,SD
LC-2019-0017182,2019-01-09,11:00:00,9,SD,-58.529846,-34.641786,MOTO,SD
LC-2019-0017186,2019-01-09,11:55:00,SD,SD,inf,inf,SD,SD
LC-2019-0017460,2019-01-09,13:18:00,7,SD,-58.433539,-34.645615,AUTO,SD
LC-2019-0017504,2019-01-09,10:49:00,13,SD,-58.450308,-34.577489,SD,SD
LC-2019-0017514,2019-01-09,12:40:00,8,SD,-58.44433,-34.684771,SD,SD
LC-2019-0017561,2019-01-09,13:59:00,8,SD,-58.472026,-34.663153,SD,SD
LC-2019-0018006,2019-01-09,14:30:00,15,SD,-58.464645,-34.578709,SD,SD
LC-2019-0018207,2019-01-09,17:51:00,4,SD,-58.416247,-34.651565,SD,SD
LC-2019-0018425,2019-01-09,17:45:00,8,SD,-58.486537,-34.663263,SD,SD
LC-2019-0018474,2019-01-09,18:40:00,14,SD,-58.424784,-34.593775,SD,SD
LC-2019-0018500,2019-01-09,16:50:00,5,SD,-58.421124,-34.604067,SD,SD
LC-2019-0018518,2019-01-09,20:01:00,7,SD,-58.432741,-34.634017,SD,SD
LC-2019-0018592,2019-01-09,19:15:00,12,SD,-58.489134,-34.577172,SD,SD
LC-2019-0018630,2019-01-09,19:00:00,5,SD,-58.425922,-34.606005,SD,SD
LC-2019-0018751,2019-01-09,23:05:00,15,SD,-58.463357,-34.575009,MOTO,SD
LC-2019-0021352,2019-01-09,19:10:00,14,SD,-58.407267,-34.574885,SD,SD
LC-2019-0022439,2019-01-09,06:30:00,9,SD,-58.529939,-34.640558,SD,SD
LC-2019-0031883,2019-01-09,15:15:00,9,SD,-58.529089,-34.638866,SD,SD
LC-2019-0018873,2019-01-10,00:45:00,9,SD,-58.473861,-34.653491,SD,SD
LC-2019-0019243,2019-01-10,08:10:00,3,SD,-58.400427,-34.623561,SD,SD
LC-2019-0020257,2019-01-10,14:48:00,2,SD,-58.391945,-34.596423,SD,SD
LC-2019-0020260,2019-01-10,14:47:00,13,SD,-58.446208,-34.562943,SD,SD
LC-2019-0020420,2019-01-10,11:00:00,1,SD,-58.38198,-34.595402,AUTO,SD
LC-2019-0020451,2019-01-10,15:51:00,4,SD,-58.392246,-34.651352,AUTO,SD
LC-2019-0020496,2019-01-10,13:15:00,15,SD,-58.500707,-34.595503,SD,SD
LC-2019-0020569,2019-01-10,16:43:00,2,SD,-58.394403,-34.599673,SD,SD
LC-2019-0020951,2019-01-10,19:02:00,2,SD,-58.410235,-34.596947,SD,SD
LC-2019-0020989,2019-01-10,17:45:00,11,SD,-58.509727,-34.607279,SD,SD
LC-2019-0021079,2019-01-10,19:10:00,9,SD,-58.515191,-34.663764,MOTO,SD
LC-2019-0021335,2019-01-10,22:05:00,2,SD,-58.391962,-34.595838,SD,SD
LC-2019-0021415,2019-01-10,18:15:00,1,SD,-58.382844,-34.592833,PEATON,SD
LC-2019-0093543,2019-01-10,22:00:00,10,SD,-58.508054,-34.622709,SD,SD
LC-2019-0022275,2019-01-11,11:20:00,7,SD,-58.459544,-34.63189,BICICLETA,SD
LC-2019-0022650,2019-01-11,14:27:00,1,SD,-58.362549,-34.624288,BICICLETA,SD
LC-2019-0023488,2019-01-11,20:18:00,13,SD,-58.465848,-34.539578,BICICLETA,SD
LC-2019-0024103,2019-01-11,19:33:00,15,SD,-58.446667,-34.60107,BICICLETA,SD
LC-2019-0021365,2019-01-11,00:35:00,2,SD,-58.395531,-34.587417,SD,SD
LC-2019-0021434,2019-01-11,01:07:00,10,SD,-58.524295,-34.634469,SD,SD
LC-2019-0021709,2019-01-11,09:05:00,15,SD,-58.496893,-34.596645,MOTO,SD
LC-2019-0021896,2019-01-11,08:50:00,10,SD,-58.472416,-34.636985,MOTO,SD
LC-2019-0022026,2019-01-11,08:00:00,10,SD,-58.487251,-34.625617,SD,SD
LC-2019-0022105,2019-01-11,09:10:00,9,SD,-58.528858,-34.650136,SD,SD
LC-2019-0022106,2019-01-11,08:40:00,2,SD,-58.394403,-34.599673,AUTO,SD
LC-2019-0022174,2019-01-11,11:46:00,15,SD,-58.452017,-34.606166,SD,SD
LC-2019-0022256,2019-01-11,12:10:00,SD,SD,inf,inf,SD,SD
LC-2019-0022273,2019-01-11,12:12:00,5,SD,-58.422407,-34.612074,MOTO,SD
LC-2019-0022298,2019-01-11,12:21:00,14,SD,-58.411737,-34.580471,SD,SD
LC-2019-0022348,2019-01-11,12:27:00,3,SD,-58.393205,-34.618232,PEATON,SD
LC-2019-0022492,2019-01-11,13:20:00,9,SD,-58.484193,-34.646736,SD,SD
LC-2019-0022559,2019-01-11,13:44:00,15,SD,-58.46846,-34.583143,SD,SD
LC-2019-0022606,2019-01-11,13:40:00,8,SD,-58.4761,-34.688255,SD,SD
LC-2019-0022670,2019-01-11,13:15:00,11,SD,-58.490577,-34.615881,SD,SD
LC-2019-0022774,2019-01-11,15:11:00,4,SD,-58.431108,-34.64219,MOTO,SD
LC-2019-0022790,2019-01-11,13:50:00,1,SD,-58.384398,-34.622312,SD,SD
LC-2019-0023022,2019-01-11,14:30:00,8,SD,-58.482357,-34.67499,SD,SD
LC-2019-0023164,2019-01-11,17:41:00,15,SD,-58.492907,-34.597067,SD,SD
LC-2019-0023309,2019-01-11,17:15:00,1,SD,-58.382848,-34.626957,SD,SD
LC-2019-0023360,2019-01-11,19:11:00,3,SD,-58.405162,-34.603342,SD,SD
LC-2019-0023362,2019-01-11,19:11:00,4,SD,-58.409367,-34.632884,MOTO,SD
LC-2019-0023485,2019-01-11,18:30:00,9,SD,-58.499786,-34.658167,SD,SD
LC-2019-0023539,2019-01-11,20:30:00,1,SD,-58.385881,-34.617847,SD,SD
LC-2019-0023555,2019-01-11,21:15:00,12,SD,-58.476532,-34.569628,SD,SD
LC-2019-0023599,2019-01-11,20:05:00,3,SD,-58.392925,-34.613989,SD,SD
LC-2019-0023727,2019-01-11,23:00:00,11,SD,-58.483964,-34.604299,SD,SD
LC-2019-0024454,2019-01-11,11:30:00,1,SD,-58.385627,-34.57822,MOTO,SD
LC-2019-0032150,2019-01-11,10:15:00,15,SD,-58.474619,-34.576637,SD,SD
LC-2019-0040263,2019-01-11,15:50:00,1,SD,-58.377009,-34.594681,SD,SD
LC-2019-0687058,2019-01-11,09:20:00,SD,SD,-58.49664765091213,-34.548900399525536,SD,SD
LC-2019-0688515,2019-01-11,16:58:00,SD,SD,-58.375787496337445,-34.59249463589895,SD,SD
LC-2019-0023692,2019-01-12,21:45:00,11,SD,-58.494612,-34.597052,SD,SD
LC-2019-0023777,2019-01-12,01:05:00,5,SD,-58.413828,-34.62075,SD,SD
LC-2019-0023860,2019-01-12,05:00:00,9,SD,-58.518662,-34.639166,SD,SD
LC-2019-0023868,2019-01-12,07:24:00,14,SD,-58.424079,-34.570823,MOTO,SD
LC-2019-0023906,2019-01-12,08:25:00,13,SD,-58.459916,-34.558288,SD,SD
LC-2019-0024132,2019-01-12,14:01:00,10,SD,-58.523033,-34.63416,AUTO,SD
LC-2019-0024257,2019-01-12,13:23:00,7,SD,-58.466709,-34.630079,PEATON,SD
LC-2019-0024265,2019-01-12,12:30:00,8,SD,-58.486173,-34.669018,SD,SD
LC-2019-0024269,2019-01-12,12:15:00,9,SD,-58.48895,-34.663345,MOTO,SD
LC-2019-0024408,2019-01-12,14:45:00,11,SD,-58.510435,-34.611651,SD,SD
LC-2019-0024465,2019-01-12,14:25:00,6,SD,-58.442927,-34.62935,SD,SD
LC-2019-0024488,2019-01-12,17:39:00,1,SD,-58.383787,-34.624729,SD,SD
LC-2019-0024600,2019-01-12,19:06:00,7,SD,-58.451578,-34.630637,SD,SD
LC-2019-0024719,2019-01-12,20:15:00,11,SD,-58.460668,-34.614347,SD,SD
LC-2019-0024752,2019-01-12,21:20:00,15,SD,-58.466546,-34.599563,SD,SD
LC-2019-0024755,2019-01-12,22:06:00,4,SD,-58.398009,-34.638178,AUTO,SD
LC-2019-0024778,2019-01-12,17:00:00,4,SD,-58.372344,-34.648803,SD,SD
LC-2019-0025473,2019-01-12,21:30:00,15,SD,-58.427028,-34.596165,SD,SD
LC-2019-0033162,2019-01-12,11:50:00,6,SD,-58.428215,-34.620496,SD,SD
LC-2019-0267484,2019-01-12,20:00:00,14,SD,-58.410086,-34.589056,MOTO,SD
LC-2019-0757409,2019-01-12,06:45:00,SD,SD,-58.46634464262596,-34.579673554855624,SD,SD
LC-2019-0024930,2019-01-13,01:50:00,12,SD,-58.514522,-34.581598,SD,SD
LC-2019-0025033,2019-01-13,05:30:00,10,SD,-58.529565,-34.631052,SD,SD
LC-2019-0025067,2019-01-13,07:07:00,3,SD,-58.400151,-34.625865,SD,SD
LC-2019-0025088,2019-01-13,07:00:00,11,SD,-58.520806,-34.595076,SD,SD
LC-2019-0025109,2019-01-13,08:57:00,1,SD,-58.389762,-34.623979,SD,SD
LC-2019-0025134,2019-01-13,08:15:00,7,SD,inf,inf,SD,SD
LC-2019-0025154,2019-01-13,08:40:00,12,SD,-58.506154,-34.563908,SD,SD
LC-2019-0025411,2019-01-13,16:26:00,7,SD,-58.45825,-34.640955,SD,SD
LC-2019-0025428,2019-01-13,16:25:00,10,SD,-58.478544,-34.636992,SD,SD
LC-2019-0025548,2019-01-13,18:20:00,4,SD,-58.394178,-34.651515,MOTO,SD
LC-2019-0025711,2019-01-13,23:26:00,7,SD,-58.456711,-34.626665,MOTO,SD
LC-2019-0025730,2019-01-13,21:40:00,9,SD,-58.495821,-34.649627,SD,SD
LC-2019-0025772,2019-01-13,20:10:00,7,SD,-58.468485,-34.633285,SD,SD
LC-2019-0052617,2019-01-13,02:00:00,15,SD,-58.443538,-34.592799,MOTO,SD
LC-2019-0025021,2019-01-13,02:20:00,SD,SD,-58.369424134596095,-34.614231736594,SD,SD
LC-2019-0026619,2019-01-14,11:26:00,14,SD,-58.440332,-34.58257,BICICLETA,SD
LC-2019-0027065,2019-01-14,13:21:00,1,SD,-58.371301,-34.59875,BICICLETA,SD
LC-2019-0028384,2019-01-14,17:45:00,11,SD,-58.503947,-34.610056,BICICLETA,SD
LC-2019-0025831,2019-01-14,01:15:00,1,SD,-58.360825,-34.604906,MOTO,SD
LC-2019-0025841,2019-01-14,02:50:00,9,SD,-58.501639,-34.67398,SD,SD
LC-2019-0026116,2019-01-14,09:14:00,4,SD,-58.385364,-34.642873,SD,SD
